,addr,rooms,ruler,floor,price,descr,lat,lon,num_rooms,num_floor,num_price,stem_text,lemm_text,text,dominant_topic,topic_percentage_contrib,keywords
528,Nalbandyan,three room,one hundred and five square metres, floor sixth/twelfth   new construction ,Sale-260000$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story new building between Nalbandian and Abovyan streets near Republic Square. The apartment is completely renovated, a local heating system is installed, the floor is covered with laminate and tile. The bathroom is lined with European tiles and equipped with high-quality plumbing. The apartment is furnished with Italian furniture and equipped with modern appliances. There are  elevators and a security system in the building. There is a playground in the well-kept yard. There are banks, schools, shops, cafes, a metro station and entertainment venues nearby. ",40.17952001,44.51536273,3 room,"  6/12 , new construction ","Sale-260,000$",for sale apart area sqm th floor new build nalbandian abovyan street near republ squar the apart complet renov local heat system instal floor cover lamin tile the bathroom line european tile equip plumb the apart furnish italian furnitur equip modern applianc there elev secur system build there playground yard there bank school shop cafe metro station entertain venu nearbi,For sale apartment area sqm th floor new building Nalbandian Abovyan street near Republic Square The apartment completely renovated local heating system installed floor covered laminate tile The bathroom lined European tile equipped plumbing The apartment furnished Italian furniture equipped modern appliance There elevator security system building There playground yard There bank school shop cafe metro station entertainment venue nearby,Nalbandyan three room one hundred and five square metres  floor sixth/twelfth   new construction  Sale-260000$ For sale apartment area sqm th floor new building Nalbandian Abovyan street near Republic Square The apartment completely renovated local heating system installed floor covered laminate tile The bathroom lined European tile equipped plumbing The apartment furnished Italian furniture equipped modern appliance There elevator security system building There playground yard There bank school shop cafe metro station entertainment venue nearby ,0.0,0.9980999827384949,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
529,Northern av  5,three room,one hundred and six square metres, floor seventh/tenth   new construction ,Sale-450000$," Two - bedroom, two-bathroom apartment on Northern Avenue is currently for daily or long term rent. It covers an area of  sq.m. and occupies the th floor of a -storey new building. The apartment is newly renovated. The apartment is furnished and equipped with the home appliances.  hour security system is installed. The building also has a security office. Opera House, bank branches, restaurant ""La Piazza"" are located nearby. ",40.182066,44.515394,3 room,"  7/10 , new construction ","Sale-450,000$",two bedroom apart northern avenu current daili long term rent it cover area occupi th floor new build the apart newli renov the apart furnish equip home applianc hour secur system instal the build also secur offic opera hous bank branch restaur la piazza locat nearbi,Two bedroom apartment Northern Avenue currently daily long term rent It cover area occupies th floor new building The apartment newly renovated The apartment furnished equipped home appliance hour security system installed The building also security office Opera House bank branch restaurant La Piazza located nearby,Northern av  5 three room one hundred and six square metres  floor seventh/tenth   new construction  Sale-450000$ Two bedroom apartment Northern Avenue currently daily long term rent It cover area occupies th floor new building The apartment newly renovated The apartment furnished equipped home appliance hour security system installed The building also security office Opera House bank branch restaurant La Piazza located nearby ,2.0,0.9973000288009644,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
530,E  Kochar 9,two room,forty-three square metres, floor fourth/ninth ,Sale-68000$," One - bedroom, one-bathroom apartment on E. Kochar street is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story building. The apartment is newly renovated and yet uninhabited. Local heating system is installed. The apartment is for sale by the owner. All necessary shops and entertainment places are located nearby. ",40.171055,44.518323,2 room,  4/9 ,"Sale-68,000$",one bedroom apart kochar street current sale it cover area occupi th floor build the apart newli renov yet uninhabit local heat system instal the apart sale owner all necessari shop entertain place locat nearbi,One bedroom apartment Kochar street currently sale It cover area occupies th floor building The apartment newly renovated yet uninhabited Local heating system installed The apartment sale owner All necessary shop entertainment place located nearby,E  Kochar 9 two room forty-three square metres  floor fourth/ninth  Sale-68000$ One bedroom apartment Kochar street currently sale It cover area occupies th floor building The apartment newly renovated yet uninhabited Local heating system installed The apartment sale owner All necessary shop entertainment place located nearby ,2.0,0.9261999726295471,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
531,Hin Erevantsi,three room,one hundred square metres, floor third/ninth ,Sale-195000$," Two - bedroom, one-bathroom apartment on Northern Avenue - Tumanyan crossroads, next to the restaurant ""KFC"" is currently for sale. It covers an area of  sq.m. and occupies the rd floor of a -storey building. The apartment is newly renovated and yet uninhabited. Local heating system is installed. An enclosed open balcony and a storage space are available. Restaurant ""Armat"", bank branches, Opera House and the bus stop are located nearby. ",40.184291,44.512906,3 room,  3/9 ,"Sale-195,000$",two bedroom apart northern avenu tumanyan crossroad next restaur kfc current sale it cover area occupi rd floor build the apart newli renov yet uninhabit local heat system instal an enclos open balconi storag space avail restaur armat bank branch opera hous bus stop locat nearbi,Two bedroom apartment Northern Avenue Tumanyan crossroad next restaurant KFC currently sale It cover area occupies rd floor building The apartment newly renovated yet uninhabited Local heating system installed An enclosed open balcony storage space available Restaurant Armat bank branch Opera House bus stop located nearby,Hin Erevantsi three room one hundred square metres  floor third/ninth  Sale-195000$ Two bedroom apartment Northern Avenue Tumanyan crossroad next restaurant KFC currently sale It cover area occupies rd floor building The apartment newly renovated yet uninhabited Local heating system installed An enclosed open balcony storage space available Restaurant Armat bank branch Opera House bus stop located nearby ,2.0,0.6406999826431274,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
532,Sarmen 13,three room,one hundred and twenty-one square metres, floor sixth/twelfth   new construction ,Sale-320000$," For sale is a -bedroom, -bathroom spacious apartment with an area of  sqm on the th floor of a -story new building on Sarmen Street, next to the Cascade. The apartment is completely renovated, has beautiful lighting, furnished with expensive furniture and equipped with high-quality appliances. Heating is provided by a centralized system, air conditioners are installed, the floor is covered with hardwood. Both bathrooms are lined with European tiles and equipped with plumbing fixtures. There is an open balcony with a wonderful view. The building has an uninterrupted elevator and a security system. Nearby there are the Opera House, cafes, shops and entertainment venues. Sold with furniture and appliances. There is an underground parking for  cars, worth $ ,. No Intermediary. ",40.19075205,44.51633181,3 room,"  6/12 , new construction ","Sale-320,000$",for sale spacious apart area sqm th floor new build sarmen street next cascad the apart complet renov beauti light furnish expens furnitur equip applianc heat provid central system air condition instal floor cover hardwood both bathroom line european tile equip plumb fixtur there open balconi wonder view the build uninterrupt elev secur system nearbi opera hous cafe shop entertain venu sold furnitur applianc there underground park car worth no intermediari,For sale spacious apartment area sqm th floor new building Sarmen Street next Cascade The apartment completely renovated beautiful lighting furnished expensive furniture equipped appliance Heating provided centralized system air conditioner installed floor covered hardwood Both bathroom lined European tile equipped plumbing fixture There open balcony wonderful view The building uninterrupted elevator security system Nearby Opera House cafe shop entertainment venue Sold furniture appliance There underground parking car worth No Intermediary,Sarmen 13 three room one hundred and twenty-one square metres  floor sixth/twelfth   new construction  Sale-320000$ For sale spacious apartment area sqm th floor new building Sarmen Street next Cascade The apartment completely renovated beautiful lighting furnished expensive furniture equipped appliance Heating provided centralized system air conditioner installed floor covered hardwood Both bathroom lined European tile equipped plumbing fixture There open balcony wonderful view The building uninterrupted elevator security system Nearby Opera House cafe shop entertainment venue Sold furniture appliance There underground parking car worth No Intermediary ,0.0,0.9983999729156494,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
533,Tsarav Aghbyur,two room,seventy-five square metres, floor fourth/thirteenth   new construction ,Sale-97000Դ," One - bedroom, one-bathroom apartment on Tsarav Aghbyur street is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story building. The apartment is newly renovated. Local heating system is installed alongside with an air conditioner. An open balcony is available. The apartment is furnished and equipped with necessary appliances. ",40.21727637,44.54891739,2 room,"  4/13 , new construction ","Sale-97,000Դ",one bedroom apart tsarav aghbyur street current sale it cover area occupi th floor build the apart newli renov local heat system instal alongsid air condition an open balconi avail the apart furnish equip necessari applianc,One bedroom apartment Tsarav Aghbyur street currently sale It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony available The apartment furnished equipped necessary appliance,Tsarav Aghbyur two room seventy-five square metres  floor fourth/thirteenth   new construction  Sale-97000Դ One bedroom apartment Tsarav Aghbyur street currently sale It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony available The apartment furnished equipped necessary appliance ,2.0,0.5809000134468079,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
534,Nalbandyan,two room,forty-three square metres, floor tenth/tenth ,Sale-87000$," For sale is a -bedroom, -bathroom apartment at the intersection of Nalbandian and Tumanyan streets, on the th floor of a -story building. The roof has been repaired. The apartment is completely renovated, not inhabited, a local heating system is installed, the floor is covered with press granite. The bathroom is lined with European tiles and equipped with plumbing fixtures. The apartment offers a beautiful view of the city. The building has a smoothly running elevator. Nearby there are shops, banks and entertainment venues. Sold with kitchen furniture to be installed. ",40.18025293,44.51925594,2 room,  10/10 ,"Sale-87,000$",for sale apart intersect nalbandian tumanyan street th floor build the roof repair the apart complet renov inhabit local heat system instal floor cover press granit the bathroom line european tile equip plumb fixtur the apart offer beauti view citi the build smooth run elev nearbi shop bank entertain venu sold kitchen furnitur instal,For sale apartment intersection Nalbandian Tumanyan street th floor building The roof repaired The apartment completely renovated inhabited local heating system installed floor covered press granite The bathroom lined European tile equipped plumbing fixture The apartment offer beautiful view city The building smoothly running elevator Nearby shop bank entertainment venue Sold kitchen furniture installed,Nalbandyan two room forty-three square metres  floor tenth/tenth  Sale-87000$ For sale apartment intersection Nalbandian Tumanyan street th floor building The roof repaired The apartment completely renovated inhabited local heating system installed floor covered press granite The bathroom lined European tile equipped plumbing fixture The apartment offer beautiful view city The building smoothly running elevator Nearby shop bank entertainment venue Sold kitchen furniture installed ,0.0,0.9606999754905701,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
535,A  Aharonyan,three room,one hundred and eighteen square metres, floor second/fifth ,Sale-91000$," For sale is а -bedroom, -bathroom beautifully furnished apartment of  sqm on the nd floor of a -story stone building on Aharonyan Street in Zeitun. The apartment is completely renovated, heated by a gas boiler, the floor is covered with laminate. The kitchen and  bathrooms are tiled and equipped with plumbing fixtures. There is a spacious outdoor balcony. Nearby there are shops, a school, a kindergarten, transport stops. ",40.20176524,44.53762492,3 room,  2/5 ,"Sale-91,000$",for sale а beauti furnish apart sqm nd floor stone build aharonyan street zeitun the apart complet renov heat gas boiler floor cover lamin the kitchen bathroom tile equip plumb fixtur there spacious outdoor balconi nearbi shop school kindergarten transport stop,For sale а beautifully furnished apartment sqm nd floor stone building Aharonyan Street Zeitun The apartment completely renovated heated gas boiler floor covered laminate The kitchen bathroom tiled equipped plumbing fixture There spacious outdoor balcony Nearby shop school kindergarten transport stop,A  Aharonyan three room one hundred and eighteen square metres  floor second/fifth  Sale-91000$ For sale а beautifully furnished apartment sqm nd floor stone building Aharonyan Street Zeitun The apartment completely renovated heated gas boiler floor covered laminate The kitchen bathroom tiled equipped plumbing fixture There spacious outdoor balcony Nearby shop school kindergarten transport stop ,0.0,0.9973999857902527,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
536,Kievyan,two room,seventy-eight square metres, floor third/fifth ,Sale-onrequest," For sale is a -bedroom, -bathroom spacious apartment with an area of  sqm on Kievyan Street, on the rd floor of a -story stone building. The apartment is completely renovated, a local heating system is installed, the floor is covered with parquet. The bathroom and kitchen are lined with European tiles and equipped with plumbing fixtures. The rooms and the kitchen are furnished with modern furniture, there are built-in closets. There is an outdoor parking in the courtyard. There are shops and transport stops nearby. ",40.19542505,44.48831244,2 room,  3/5 ,Sale-onrequest,for sale spacious apart area sqm kievyan street rd floor stone build the apart complet renov local heat system instal floor cover parquet the bathroom kitchen line european tile equip plumb fixtur the room kitchen furnish modern furnitur closet there outdoor park courtyard there shop transport stop nearbi,For sale spacious apartment area sqm Kievyan Street rd floor stone building The apartment completely renovated local heating system installed floor covered parquet The bathroom kitchen lined European tile equipped plumbing fixture The room kitchen furnished modern furniture closet There outdoor parking courtyard There shop transport stop nearby,Kievyan two room seventy-eight square metres  floor third/fifth  Sale-onrequest For sale spacious apartment area sqm Kievyan Street rd floor stone building The apartment completely renovated local heating system installed floor covered parquet The bathroom kitchen lined European tile equipped plumbing fixture The room kitchen furnished modern furniture closet There outdoor parking courtyard There shop transport stop nearby ,0.0,0.9976000189781189,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
537,Arshakunyants ave ,three room,ninety-seven square metres, floor seventh/ninth ,Sale-90000$," For sale is a bright -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story panel building on Arshakunyats Avenue, next to the Hayrenik cinema. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered laminate and tiles. Both bathrooms and the kitchen are tiled and equipped with plumbing fixtures. The apartment is furnished and equipped with household appliances. There is an open balcony. The house has an elevator. Nearby there are banks, a school, a kindergarten, shops and transport stops. ",40.151481,44.49785,3 room,  7/9 ,"Sale-90,000$",for sale bright apart area sqm th floor panel build arshakunyat avenu next hayrenik cinema the apart complet renov local heat air condit system instal floor cover lamin tile both bathroom kitchen tile equip plumb fixtur the apart furnish equip household applianc there open balconi the hous elev nearbi bank school kindergarten shop transport stop,For sale bright apartment area sqm th floor panel building Arshakunyats Avenue next Hayrenik cinema The apartment completely renovated local heating air conditioning system installed floor covered laminate tile Both bathroom kitchen tiled equipped plumbing fixture The apartment furnished equipped household appliance There open balcony The house elevator Nearby bank school kindergarten shop transport stop,Arshakunyants ave  three room ninety-seven square metres  floor seventh/ninth  Sale-90000$ For sale bright apartment area sqm th floor panel building Arshakunyats Avenue next Hayrenik cinema The apartment completely renovated local heating air conditioning system installed floor covered laminate tile Both bathroom kitchen tiled equipped plumbing fixture The apartment furnished equipped household appliance There open balcony The house elevator Nearby bank school kindergarten shop transport stop ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
538,Arzumanyan,three room,sixty-eight square metres, floor third/ninth ,Sale-onrequest," For sale is a -bedroom, -bathroom apartment with an area of  sqm at the intersection of Shinararner and Arzumanyan streets, on the rd floor of a -story panel house. The apartment is completely renovated, installed a local heating system, the floor is covered with parquet. The bathroom and kitchen are tiled. The apartment is sold with kitchen furniture. ",40.19286458,44.47275777,3 room,  3/9 ,Sale-onrequest,for sale apart area sqm intersect shinararn arzumanyan street rd floor panel hous the apart complet renov instal local heat system floor cover parquet the bathroom kitchen tile the apart sold kitchen furnitur,For sale apartment area sqm intersection Shinararner Arzumanyan street rd floor panel house The apartment completely renovated installed local heating system floor covered parquet The bathroom kitchen tiled The apartment sold kitchen furniture,Arzumanyan three room sixty-eight square metres  floor third/ninth  Sale-onrequest For sale apartment area sqm intersection Shinararner Arzumanyan street rd floor panel house The apartment completely renovated installed local heating system floor covered parquet The bathroom kitchen tiled The apartment sold kitchen furniture ,0.0,0.9968000054359436,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
539,Teryan,two room,fifty-eight square metres, floor third/fifth ,Sale-onrequest," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the rd floor of a -story stone building on Teryan Street near Swan Lake. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with parquet and tiles. The bathroom is lined with European tiles and equipped with plumbing. The ceiling height is  m. The apartment is furnished and equipped with modern household appliances. There is an open balcony. Nearby there are shops, banks, a school, cafes and entertainment venues. Sold with furniture and appliances. ",40.18411134,44.51639782,2 room,  3/5 ,Sale-onrequest,for sale apart area sqm rd floor stone build teryan street near swan lake the apart complet renov local heat air condit system instal floor cover parquet tile the bathroom line european tile equip plumb the ceil height the apart furnish equip modern household applianc there open balconi nearbi shop bank school cafe entertain venu sold furnitur applianc,For sale apartment area sqm rd floor stone building Teryan Street near Swan Lake The apartment completely renovated local heating air conditioning system installed floor covered parquet tile The bathroom lined European tile equipped plumbing The ceiling height The apartment furnished equipped modern household appliance There open balcony Nearby shop bank school cafe entertainment venue Sold furniture appliance,Teryan two room fifty-eight square metres  floor third/fifth  Sale-onrequest For sale apartment area sqm rd floor stone building Teryan Street near Swan Lake The apartment completely renovated local heating air conditioning system installed floor covered parquet tile The bathroom lined European tile equipped plumbing The ceiling height The apartment furnished equipped modern household appliance There open balcony Nearby shop bank school cafe entertainment venue Sold furniture appliance ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
540,N Stepanyan,four room,one hundred and forty-eight square metres, floor third/fourth ,Sale-100000$," For sale is a -bedroom, -bathroom spacious apartment with an area of  sqm on the rd floor of a -story building of the Czech project on Nelson Stepanyan Street. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with parquet and tiles. Both bathrooms and kitchen are lined with European tiles and equipped with plumbing fixtures. The apartment is furnished and equipped with household appliances. There is a storage room and a large open balcony. Nearby there are shops, a school, a kindergarten and transport stops. ",40.19854161,44.56887934,4 room,  3/4 ,"Sale-100,000$",for sale spacious apart area sqm rd floor build czech project nelson stepanyan street the apart complet renov local heat air condit system instal floor cover parquet tile both bathroom kitchen line european tile equip plumb fixtur the apart furnish equip household applianc there storag room larg open balconi nearbi shop school kindergarten transport stop,For sale spacious apartment area sqm rd floor building Czech project Nelson Stepanyan Street The apartment completely renovated local heating air conditioning system installed floor covered parquet tile Both bathroom kitchen lined European tile equipped plumbing fixture The apartment furnished equipped household appliance There storage room large open balcony Nearby shop school kindergarten transport stop,N Stepanyan four room one hundred and forty-eight square metres  floor third/fourth  Sale-100000$ For sale spacious apartment area sqm rd floor building Czech project Nelson Stepanyan Street The apartment completely renovated local heating air conditioning system installed floor covered parquet tile Both bathroom kitchen lined European tile equipped plumbing fixture The apartment furnished equipped household appliance There storage room large open balcony Nearby shop school kindergarten transport stop ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
541,Leo 1,three room,eighty-seven square metres, floor fourth/sixteenth   new construction ,Sale-280000$," Two - bedroom, one-bathroom apartment on Leo - Saryan crossroads is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -storey new building. The apartment is newly renovated and yet uninhabited. Centralized heating and air conditioning system is installed. The apartment is furnished and equipped with the home appliances.There is also a balcony in the apartment. With an additional payment you can also buy an underground parking spot. Polyclinic N , bank branches, kindergarten N  and the bus stop are located nearby. ",40.180798,44.50456,3 room,"  4/16 , new construction ","Sale-280,000$",two bedroom apart leo saryan crossroad current sale it cover area occupi th floor new build the apart newli renov yet uninhabit central heat air condit system instal the apart furnish equip home also balconi apart with addit payment also buy underground park spot polyclin n bank branch kindergarten n bus stop locat nearbi,Two bedroom apartment Leo Saryan crossroad currently sale It cover area occupies th floor new building The apartment newly renovated yet uninhabited Centralized heating air conditioning system installed The apartment furnished equipped home also balcony apartment With additional payment also buy underground parking spot Polyclinic N bank branch kindergarten N bus stop located nearby,Leo 1 three room eighty-seven square metres  floor fourth/sixteenth   new construction  Sale-280000$ Two bedroom apartment Leo Saryan crossroad currently sale It cover area occupies th floor new building The apartment newly renovated yet uninhabited Centralized heating air conditioning system installed The apartment furnished equipped home also balcony apartment With additional payment also buy underground parking spot Polyclinic N bank branch kindergarten N bus stop located nearby ,1.0,0.7439000010490417,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
542,Dzorap,three room,one hundred and three square metres, floor seventh/fourteenth   new construction ,Sale-225000$," For sale is a -bedroom, -bathroom bright apartment with an area of  sqm on the th floor of a -story new monolithic building on Dzorap Street. The apartment is completely renovated, not inhabited, local heating and air conditioning systems are installed, the floor is covered with laminate and press-granite. Both bathrooms are covered with European tiles and equipped with plumbing fixtures. There are  open balconies with beautiful views. There are  elevators in the building. There are shops and entertainment venues nearby. ",40.18204262,44.49718017,3 room,"  7/14 , new construction ","Sale-225,000$",for sale bright apart area sqm th floor new monolith build dzorap street the apart complet renov inhabit local heat air condit system instal floor cover lamin both bathroom cover european tile equip plumb fixtur there open balconi beauti view there elev build there shop entertain venu nearbi,For sale bright apartment area sqm th floor new monolithic building Dzorap Street The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate Both bathroom covered European tile equipped plumbing fixture There open balcony beautiful view There elevator building There shop entertainment venue nearby,Dzorap three room one hundred and three square metres  floor seventh/fourteenth   new construction  Sale-225000$ For sale bright apartment area sqm th floor new monolithic building Dzorap Street The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate Both bathroom covered European tile equipped plumbing fixture There open balcony beautiful view There elevator building There shop entertainment venue nearby ,0.0,0.9977999925613403,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
543,Dzorap,two room,fifty-seven square metres, floor ninth/fourteenth   new construction ,Sale-125000$," For sale is a -bedroom, -bathroom bright apartment with an area of  sqm on the th floor of a -story new monolithic building on Dzorap Street. The apartment is completely renovated, not inhabited, local heating and air conditioning systems are installed, the floor is covered with laminate and press granite. The bathroom is lined with European tiles and equipped with plumbing fixtures. There is an open balcony with a beautiful view. There are  elevators in the building. There are shops and entertainment venues nearby. ",40.18244628,44.49695832,2 room,"  9/14 , new construction ","Sale-125,000$",for sale bright apart area sqm th floor new monolith build dzorap street the apart complet renov inhabit local heat air condit system instal floor cover lamin press granit the bathroom line european tile equip plumb fixtur there open balconi beauti view there elev build there shop entertain venu nearbi,For sale bright apartment area sqm th floor new monolithic building Dzorap Street The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate press granite The bathroom lined European tile equipped plumbing fixture There open balcony beautiful view There elevator building There shop entertainment venue nearby,Dzorap two room fifty-seven square metres  floor ninth/fourteenth   new construction  Sale-125000$ For sale bright apartment area sqm th floor new monolithic building Dzorap Street The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate press granite The bathroom lined European tile equipped plumbing fixture There open balcony beautiful view There elevator building There shop entertainment venue nearby ,0.0,0.9977999925613403,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
544,Kievyan,two room,sixty-seven square metres, floor sixth/seventh ,Sale-95000$," For sale is a -bedroom, -bathroom apartment with a beautiful design with an area of  sqm on the th floor of a -story stone building of a special project at the intersection of Orbeli and Kievyan streets. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with high-quality laminate. The bathroom is tiled and equipped with plumbing. The apartment is furnished with new furniture and appliances. The apartment is sold with furniture and appliances. The house has an elevator. ",40.19415348,44.48865863,2 room,  6/7 ,"Sale-95,000$",for sale apart beauti design area sqm th floor stone build special project intersect orb kievyan street the apart complet renov local heat air condit system instal floor cover lamin the bathroom tile equip plumb the apart furnish new furnitur applianc the apart sold furnitur applianc the hous elev,For sale apartment beautiful design area sqm th floor stone building special project intersection Orbeli Kievyan street The apartment completely renovated local heating air conditioning system installed floor covered laminate The bathroom tiled equipped plumbing The apartment furnished new furniture appliance The apartment sold furniture appliance The house elevator,Kievyan two room sixty-seven square metres  floor sixth/seventh  Sale-95000$ For sale apartment beautiful design area sqm th floor stone building special project intersection Orbeli Kievyan street The apartment completely renovated local heating air conditioning system installed floor covered laminate The bathroom tiled equipped plumbing The apartment furnished new furniture appliance The apartment sold furniture appliance The house elevator ,0.0,0.9976999759674072,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
545,N Tigranyan,three room,eighty square metres, floor tenth/twelfth   new construction ,Sale-onrequest," For sale or for rent is a -bedroom, -bathroom sunny, cozy apartment with an area of  sqm on the th floor of a -story monolithic building on Tigranyan Street in the Ani quarter. The apartment is completely renovated, not inhabited, local heating and air conditioning systems are installed, the floor is covered with press granite and laminate. Both bathrooms are lined with high-quality tiles and equipped with plumbing fixtures. The apartment is modernly furnished and equipped with new household appliances. The balcony offers a beautiful view. Various shops and entertainment venues are located nearby. ",40.21007292,44.52088497,3 room,"  10/12 , new construction ",Sale-onrequest,for sale rent sunni cozi apart area sqm th floor monolith build tigranyan street ani quarter the apart complet renov inhabit local heat air condit system instal floor cover press granit lamin both bathroom line tile equip plumb fixtur the apart modern furnish equip new household applianc the balconi offer beauti view various shop entertain venu locat nearbi,For sale rent sunny cozy apartment area sqm th floor monolithic building Tigranyan Street Ani quarter The apartment completely renovated inhabited local heating air conditioning system installed floor covered press granite laminate Both bathroom lined tile equipped plumbing fixture The apartment modernly furnished equipped new household appliance The balcony offer beautiful view Various shop entertainment venue located nearby,N Tigranyan three room eighty square metres  floor tenth/twelfth   new construction  Sale-onrequest For sale rent sunny cozy apartment area sqm th floor monolithic building Tigranyan Street Ani quarter The apartment completely renovated inhabited local heating air conditioning system installed floor covered press granite laminate Both bathroom lined tile equipped plumbing fixture The apartment modernly furnished equipped new household appliance The balcony offer beautiful view Various shop entertainment venue located nearby ,0.0,0.998199999332428,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
546,Hr  Kochar,three room,eighty-three square metres, floor sixth/twelfth   new construction ,Sale-100000$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story new monolithic building on Hr. Kochar Street. The apartment is completely renovated, a local heating system is installed, the floor is covered with laminate and tiles. The bathroom is tiled and equipped with plumbing. The kitchen is furnished with modern furniture. There is a French balcony. There is a free parking space in the courtyard. The building has an uninterrupted elevator. There are shops, banks and transport stops nearby. ",40.2039597,44.50858354,3 room,"  6/12 , new construction ","Sale-100,000$",for sale apart area sqm th floor new monolith build hr kochar street the apart complet renov local heat system instal floor cover lamin tile the bathroom tile equip plumb the kitchen furnish modern furnitur there french balconi there free park space courtyard the build uninterrupt elev there shop bank transport stop nearbi,For sale apartment area sqm th floor new monolithic building Hr Kochar Street The apartment completely renovated local heating system installed floor covered laminate tile The bathroom tiled equipped plumbing The kitchen furnished modern furniture There French balcony There free parking space courtyard The building uninterrupted elevator There shop bank transport stop nearby,Hr  Kochar three room eighty-three square metres  floor sixth/twelfth   new construction  Sale-100000$ For sale apartment area sqm th floor new monolithic building Hr Kochar Street The apartment completely renovated local heating system installed floor covered laminate tile The bathroom tiled equipped plumbing The kitchen furnished modern furniture There French balcony There free parking space courtyard The building uninterrupted elevator There shop bank transport stop nearby ,0.0,0.9979000091552734,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
547,An  Mikoyan,three room,one hundred and thirty-one square metres, floor eleventh/eleventh   new construction ,Sale-145000$," For sale or long-term rent is a -bedroom, -bathroom spacious, bright apartment with an area of  sqm on the th floor of an -story monolithic building on A. Mikoyan Street in the new ""Riviera"" neighborhood. The apartment is completely renovated, not inhabited, a local heating system is installed, the floor is covered with press granite and laminate. Both bathrooms are lined with European tiles and equipped with plumbing fixtures. The apartment is partially furnished and equipped with necessary appliances. There is an open balcony with a beautiful view. The building has a smoothly running elevator. The neighborhood is located on the edge of the beautiful Hrazdan gorge, in an ecologically clean place. The neighborhood has a well-groomed park, a sports ground and a security system. ",40.22757932,44.50619879,3 room,"  11/11 , new construction ","Sale-145,000$",for sale rent spacious bright apart area sqm th floor monolith build mikoyan street new riviera neighborhood the apart complet renov inhabit local heat system instal floor cover press granit lamin both bathroom line european tile equip plumb fixtur the apart partial furnish equip necessari applianc there open balconi beauti view the build smooth run elev the neighborhood locat edg beauti hrazdan gorg ecolog clean place the neighborhood park sport ground secur system,For sale rent spacious bright apartment area sqm th floor monolithic building Mikoyan Street new Riviera neighborhood The apartment completely renovated inhabited local heating system installed floor covered press granite laminate Both bathroom lined European tile equipped plumbing fixture The apartment partially furnished equipped necessary appliance There open balcony beautiful view The building smoothly running elevator The neighborhood located edge beautiful Hrazdan gorge ecologically clean place The neighborhood park sport ground security system,An  Mikoyan three room one hundred and thirty-one square metres  floor eleventh/eleventh   new construction  Sale-145000$ For sale rent spacious bright apartment area sqm th floor monolithic building Mikoyan Street new Riviera neighborhood The apartment completely renovated inhabited local heating system installed floor covered press granite laminate Both bathroom lined European tile equipped plumbing fixture The apartment partially furnished equipped necessary appliance There open balcony beautiful view The building smoothly running elevator The neighborhood located edge beautiful Hrazdan gorge ecologically clean place The neighborhood park sport ground security system ,0.0,0.728600025177002,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
